71209	593	522
71210	466	426
71304	1734	2094
71305	2015	2040
71306	570	824
71307	768	946
71309	312	474
71310	232	329
71403	544	671
71406	1363	2316
71407	652	678
71408	993	990
71409	355	413
71410	1344	1067
71411	262	654
71503	2469	2355
71504	2684	2353
71505	501	603
71506	241	192
71601	973	1063
71602	2269	1792
71703	801	632
71704	382	777
71705	838	1039
71706	640	818
71707	906	807
71803	1551	1925
71805	2303	2016
71806	493	641
71807	8220	7462
71808	849	903
71901	4122	3825
71902	935	1108
72000	856	725
72105	2711	2518
72106	1456	1633
72107	1187	940
72108	355	411
72109	765	712
72111	250	171
72112	393	347
72305	1594	1364
72307	519	578
72308	953	1180
72309	612	439
72310	1120	1412
72311	2702	2178
72312	919	931
72313	238	439
72405	524	401
72406	623	767
72407	1780	1711
72408	2865	3383
72409	207	277
72410	371	313
72503	409	509
72504	1195	1635
72505	1389	3592
72506	236	195
72507	2339	2326
72601	409	381
72602	566	636
72603	982	1345
72800	2783	2938
72901	1989	2295
72903	1284	1882
900202	4544	5376
72906	5	3281
990002	2610	3701
73001	944	583
73005	450	260
73006	914	485
73108	1397	2025
73110	551	610
73111	515	452
73113	462	711
73114	298	147
73115	500	251
73116	406	175
73117	447	567
73118	370	335
73119	345	405
73120	689	687
73121	646	1890
73122	895	1781
73123	64	581
73124	534	544
73125	211	700
73126	78	205
73200	1346	1349
73301	6671	9776
73302	1485	1123
73404	2559	1664
73405	3184	2942
73406	2124	2462
73407	3412	3641
73408	527	837
73500	1048	1008
80101	175	377
80102	1161	1158
80200	2035	1477
80300	3219	3756
80400	815	413
80500	2580	2434
80600	1341	1323
80700	928	925
80800	563	383
80900	2923	2887
81000	1156	1746
81100	1945	1965
81200	528	459
81400	11137	11261
90101	975	1020
90102	1874	1456
90201	689	1825
90202	600	593
90300	2152	3852
90400	985	987
90501	3608	3312
90502	1635	1911
90700	1390	1001
90800	1208	1093
90900	4256	4796
91000	1157	1095
91100	1776	2263
91201	7265	7132
91203	586	616
91204	1361	2654
91301	473	421
91302	755	737
91400	197	193
91500	550	487
91600	957	1572
91700	595	649
91800	1244	1484
91900	827	946
92000	411	423
92100	2196	2667
92200	2169	2613
92300	2410	2238
92400	993	996
92500	1973	2015
92600	560	554
92701	439	486
92704	334	416
92801	1045	989
92802	282	407
92803	183	240
92901	520	254
92902	749	508
940000	85	169
940001	2510	7412
940002	10884	10866
940003	1577	2352
940004	1167	1203
940005	654	693
940006	341	405
940007	962	2622
940008	310	539
940009	886	1136
940010	1636	3324
940011	221	413
940100	977	1801
