city_id	households_2000	households_2010	households_2020	households_2025	households_2030	households_2035	households_2040
77.0	1415.0	2143.0	2457.0	2578.0	2733.0	2956.0	3541.0
78.0	2600.0	2551.0	2858.0	2950.0	3042.0	3084.0	3126.0
79.0	1174.0	1442.0	1633.0	1799.0	1992.0	2217.0	2564.0
80.0	3514.0	4086.0	4510.0	4719.0	4927.0	5234.0	5599.0
81.0	75450.0	78526.0	85921.0	87740.0	90201.0	95205.0	101880.0
82.0	7168.0	7275.0	9353.0	9718.0	10319.0	11010.0	11758.0
83.0	11972.0	12394.0	13750.0	14130.0	14452.0	14807.0	15334.0
84.0	137.0	179.0	216.0	233.0	261.0	278.0	293.0
85.0	4235.0	4914.0	6066.0	6553.0	7132.0	8022.0	8672.0
86.0	348.0	396.0	510.0	510.0	516.0	516.0	518.0
87.0	373.0	371.0	448.0	443.0	449.0	448.0	451.0
88.0	39049.0	46134.0	54822.0	58046.0	60838.0	63516.0	67879.0
89.0	17825.0	19942.0	30483.0	34354.0	37458.0	40571.0	45124.0
90.0	57253.0	71962.0	85623.0	94678.0	103857.0	113917.0	127416.0
91.0	52014.0	68788.0	81253.0	85180.0	89099.0	94861.0	105264.0
92.0	258.0	2769.0	2748.0	2964.0	3222.0	3492.0	3728.0
93.0	4846.0	6112.0	6890.0	7230.0	7563.0	7877.0	8223.0
94.0	2069.0	2273.0	2557.0	2665.0	2742.0	2826.0	3137.0
95.0	70.0	54.0	52.0	49.0	45.0	35.0	35.0
